lat,lon,name,type
-37.79763449349572,144.9709158095715,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.79898487483806,144.96733940321965,Sign - Public Transport 1 Panel Bus Stop Type 5,Bus
-37.81529037403164,144.9606866865898,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.81492845640428,144.95267349910375,Sign - Public Transport 1 Panel Bus Stop Type 11,Bus
-37.82125387877901,144.9163802885623,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.818381951580605,144.95640938337968,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.80975187754407,144.95544537030668,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.78441375631167,144.9182254956256,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.7874453383767,144.92185552555435,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.81624692265885,144.9638133817537,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.79676938692483,144.95134039251514,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.83831808208453,144.9764223997089,Sign - Public Transport 1 Panel Bus Stop Type 13,Bus
-37.84338100233517,144.98539837705636,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.78793737975755,144.95889110591563,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.81925793836065,144.96137134270353,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.81101801255496,144.95912232576214,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.79968851043426,144.9639691590254,Sign - Public Transport 1 Panel Bus Stop Type 1,Bus
-37.83823498213684,144.98640745831867,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.792870646661946,144.9582953024578,Sign - Public Transport 1 Panel Bus Stop Type 1,Bus
-37.80072200795991,144.95348448450386,Sign - Public Transport 1 Panel Bus Stop Type 1,Bus
-37.80000725498236,144.96097934573706,Sign - Public Transport 1 Panel Bus Stop Type 1,Bus
-37.83058895642065,144.9650184564616,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.80781588514167,144.91663837870203,Sign - Public Transport 1 Panel Bus Stop Type 11,Bus
-37.82145285696462,144.9209121892264,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.82623998153476,144.91149945587298,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.81178098838014,144.9561942988128,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.80272091766867,144.92513555545514,Sign - Public Transport 1 Panel Bus Stop Type 1,Bus
-37.83405494639031,144.98241640093377,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.79729882559638,144.92232895104533,Sign - Public Transport 1 Panel Bus Stop Type 12,Bus
-37.82500188553457,144.95694945167727,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.83016114540094,144.90032361713372,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.792625873556105,144.9707824588029,Sign - Public Transport 1 Panel Bus Stop Type 11,Bus
-37.79859348300079,144.94845845599968,Sign - Public Transport 1 Panel Bus Stop Type 12,Bus
-37.80056184947591,144.96449089849344,Sign - Public Transport 1 Panel Bus Stop Type 1,Bus
-37.80570689100192,144.9560804373352,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.79509600016651,144.9365369758595,Sign - Public Transport 1 Panel Bus Stop Type 5,Bus
-37.82348189382533,144.9606983135566,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.82376089286155,144.92141534380514,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.81746488575314,144.95908336349078,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.82168352630472,144.96129766991564,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.82190993188825,144.93242660517498,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.80981657375576,144.9499300369178,Sign - Public Transport 1 Panel Bus Stop Type 13,Bus
-37.8338230491092,144.9795143710974,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.79540178497472,144.95784312709472,Sign - Public Transport 1 Panel Bus Stop Type 1,Bus
-37.78171322662849,144.95986499626397,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.79897960292701,144.96712273999506,Sign - Public Transport 1 Panel Bus Stop Type 12,Bus
-37.79961584739574,144.91827834668223,Sign - Public Transport 1 Panel Bus Stop Type 12,Bus
-37.8000216853513,144.9595076126765,Sign - Public Transport 1 Panel Bus Stop Type 1,Bus
-37.82475002978367,144.97082237553545,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.81172390817975,144.95668033737152,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.79047682105318,144.9434649962317,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.794769078965565,144.92642079506638,Sign - Public Transport 1 Panel Bus Stop Type 1,Bus
-37.82819802931645,144.96603931801874,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.80334344019612,144.9693670992385,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.8274311121174,144.9027175957814,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.81828097717471,144.96037240676188,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.8237568776443,144.92164221918702,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.83050250727819,144.97139274185386,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.79525280570435,144.9752954554172,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.79412517227246,144.96802316787404,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.79854435502073,144.95795135251927,Sign - Public Transport 1 Panel Bus Stop Type 1,Bus
-37.81759594129376,144.96174844051686,Sign - Public Transport 1 Panel Bus Stop Type 13,Bus
-37.81899391883097,144.9617683754036,Sign - Public Transport 1 Panel Bus Stop Type 12,Bus
-37.81383789887729,144.95159824560972,Sign - Public Transport 1 Panel Bus Stop Type 11,Bus
-37.816192908308494,144.96110340261552,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.83864195415242,144.9863653689292,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.80707788076467,144.91339940699515,Sign - Public Transport 1 Panel Bus Stop Type 11,Bus
-37.83358497052535,144.9776833283757,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.798108329885295,144.9578453614485,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.79491046373402,144.93370075319825,Sign - Public Transport 1 Panel Bus Stop Type 12,Bus
-37.81570404359276,144.96116717702685,Sign - Public Transport 1 Panel Bus Stop Type 11,Bus
-37.807098946090186,144.95582136066648,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.80593093591023,144.95622134831407,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.83800607791817,144.98447444654406,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.79497661521105,144.9707989948912,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.81138987793888,144.95891148533326,Sign - Public Transport 1 Panel Bus Stop Type 13,Bus
-37.79371580698226,144.97101530838722,Sign - Public Transport 1 Panel Bus Stop Type 1,Bus
-37.82613989227416,144.96051538984986,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.81105987177411,144.95869339408225,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.797551357061536,144.95245038881728,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.80566084284532,144.9434254553253,Sign - Public Transport 1 Panel Bus Stop Type 13,Bus
-37.80265362097663,144.9457021570429,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.7929305017464,144.96772679755713,Sign - Public Transport 1 Panel Bus Stop Type 12,Bus
-37.80282843793904,144.9479395483275,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.79800228540994,144.9743090963708,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.80557177648884,144.95351041136576,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.79943557392906,144.95572044672738,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.80551491970227,144.9523962734518,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.82348189382533,144.9606983135566,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.79991202015577,144.95743395487568,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.80077767616837,144.96646752265008,Sign - Public Transport 1 Panel Bus Stop Type 1,Bus
-37.80690391858625,144.91162832730802,Sign - Public Transport 1 Panel Bus Stop Type 11,Bus
-37.82093926515732,144.9271057669481,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.80241749595982,144.94561852036114,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.82453811405424,144.90656156970934,Sign - Public Transport 1 Panel Bus Stop Type 3,Bus
-37.810484001081136,144.9563024207091,Sign - Public Transport 1 Panel Bus Stop Type 11,Bus
-37.79509600016651,144.9365369758595,Sign - Public Transport 1 Panel Bus Stop Type 4,Bus
-37.81748417158973,144.9532635809572,Sign - Public Transport 1 Panel Bus Stop Type 1,Bus
-37.80496835121376,144.94935083669122,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.81105987177411,144.95869339408225,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.82627995778155,144.97118333863307,Sign - Public Transport 1 Panel Bus Stop Type 11,Bus
-37.79700526969341,144.96762216850632,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.79270227455465,144.95831424644234,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.78737016259562,144.96918092237397,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.77687767673642,144.94947531108608,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
-37.83007631434816,144.96531772571083,Sign - Public Transport 1 Panel Bus Stop Type 8,Bus
